episode,episode_return,episode_length,epsilon,mean_loss,outcome
66,-12.0,3,0.7219385759785162,0.10283922404050827,ghost
67,-4.0,15,0.7183288830986236,0.08977054233352343,dot
68,-6.0,17,0.7147372386831305,0.06600025630391695,dot
69,-9.0,20,0.7111635524897149,0.3277306822128594,dot
70,3.0,8,0.7076077347272662,0.5336230024695396,dot
71,4.0,7,0.7040696960536299,0.31880424490996767,dot
72,1.0,10,0.7005493475733617,0.20263440012931824,dot
73,3.0,8,0.697046600835495,0.18424647394567728,dot
74,8.0,3,0.6935613678313175,0.09176191687583923,dot
75,1.0,10,0.6900935609921609,0.07712712846696376,dot
76,-17.0,8,0.6866430931872001,0.10930481622926891,ghost
77,3.0,8,0.6832098777212641,0.11494613019749522,dot
78,-5.0,16,0.6797938283326578,0.07964802335482091,dot
79,-10.0,1,0.6763948591909945,0.16185741126537323,ghost
80,-20.0,11,0.6730128848950395,0.061198463748124515,ghost
81,9.0,2,0.6696478204705644,0.10153152793645859,dot
82,-40.0,40,0.6662995813682115,0.4649210758507252,timeout
83,-15.0,6,0.6629680834613705,0.16422699267665544,ghost
84,7.0,4,0.6596532430440636,0.11791540496051311,dot
85,5.0,6,0.6563549768288433,0.07361927628517151,dot
86,6.0,5,0.653073201944699,0.08612979203462601,dot
87,7.0,4,0.6498078359349755,0.12119079474359751,dot
88,8.0,3,0.6465587967553006,0.11662073557575543,dot
89,2.0,9,0.6433260027715241,0.08157019875943661,dot
90,-18.0,9,0.6401093727576664,0.03677557357069519,ghost
91,-12.0,3,0.6369088258938781,0.07673559648295243,ghost
92,-3.0,14,0.6337242817644086,0.15294430805702827,dot
93,-11.0,2,0.6305556603555866,1.180608093738556,ghost
94,-17.0,8,0.6274028820538087,0.6455982849001884,ghost
95,4.0,7,0.6242658676435396,0.4596952072211674,dot
96,-10.0,1,0.6211445383053219,0.4213560223579407,ghost
97,-17.0,8,0.6180388156137953,0.2154990006238222,ghost
98,8.0,3,0.6149486215357263,0.21803304801384607,dot
99,3.0,8,0.6118738784280476,0.15583272837102413,dot
100,8.0,3,0.6088145090359074,0.1906989465157191,dot
101,-13.0,4,0.6057704364907278,0.15678960364311934,ghost
102,8.0,3,0.6027415843082742,0.07221479651828606,dot
103,-21.0,12,0.5997278763867329,0.10710963498180111,ghost
104,4.0,7,0.5967292370047992,0.10241420141288213,dot
105,8.0,3,0.5937455908197752,0.08774830028414726,dot
106,-21.0,12,0.5907768628656763,0.13371696905232966,ghost
107,7.0,4,0.5878229785513479,0.12112095579504967,dot
108,10.0,1,0.5848838636585911,0.06177852675318718,dot
109,0.0,11,0.5819594443402982,0.0739010796374218,dot
110,4.0,7,0.5790496471185967,0.7024532045636859,dot
111,-19.0,10,0.5761543988830038,0.5030998229980469,ghost
112,-11.0,2,0.5732736268885887,0.4082319289445877,ghost
113,-22.0,13,0.5704072587541458,0.2550891053218108,ghost
114,8.0,3,0.567555222460375,0.19929724435011545,dot
115,10.0,1,0.5647174463480732,0.24156004190444946,dot
116,-4.0,15,0.5618938591163328,0.1055616651972135,dot
117,-1.0,12,0.5590843898207511,0.1159609816968441,dot
118,6.0,5,0.5562889678716474,0.08939656056463718,dot
119,-10.0,1,0.5535075230322891,0.04007648304104805,ghost
120,6.0,5,0.5507399854171277,0.1575949529185891,dot
121,9.0,2,0.547986285490042,0.04180362168699503,dot
122,10.0,1,0.5452463540625918,0.10511932522058487,dot
123,-4.0,15,0.5425201222922789,0.08127445053930084,dot
124,-15.0,26,0.5398075216808175,0.3982163693648405,dot
125,4.0,7,0.5371084840724134,0.20813158793108805,dot
126,-5.0,16,0.5344229416520513,0.12204988242592663,dot
127,8.0,3,0.531750826943791,0.028806442394852638,dot
128,6.0,5,0.5290920728090721,0.09684086292982101,dot
129,8.0,3,0.5264466124450268,0.0766775996113817,dot
130,-8.0,19,0.5238143793828016,0.05407884099373692,dot
131,-28.0,19,0.5211953074858876,0.046769632587184834,ghost
132,-7.0,18,0.5185893309484582,0.2840594105170264,dot
133,7.0,4,0.5159963842937159,0.48184704035520554,dot
134,9.0,2,0.5134164023722473,0.35011278092861176,dot
135,3.0,8,0.510849320360386,0.25494347885251045,dot
136,-15.0,6,0.5082950737585841,0.12297175514201324,ghost
137,7.0,4,0.5057535983897912,0.1288446392863989,dot
138,9.0,2,0.5032248303978422,0.02950806450098753,dot
139,-11.0,2,0.500708706245853,0.08844488486647606,ghost
140,-10.0,1,0.4982051627146237,0.025462612509727478,ghost
141,9.0,2,0.49571413690105054,0.0683203898370266,dot
142,4.0,7,0.4932355662165453,0.052994039707950184,dot
143,-20.0,11,0.4907693883854626,0.11474920496005904,ghost
144,-1.0,12,0.4883155414435353,0.05041895490527774,dot
145,-20.0,31,0.4858739637363176,0.07016057032911528,dot
146,10.0,1,0.483444593917636,0.2917855381965637,dot
147,7.0,4,0.4810273709480478,0.2344297371309949,dot
148,9.0,2,0.47862223409330756,0.292983315885067,dot
149,-24.0,15,0.47622912292284103,0.21773715019226075,ghost
150,10.0,1,0.4738479773082268,0.1941351443529129,dot
151,-8.0,19,0.47147873742168567,0.08808699772252064,dot
152,-14.0,5,0.46912134373457726,0.044398258067667486,ghost
153,8.0,3,0.46677573701590436,0.006006173479060332,dot
154,8.0,3,0.46444185833082485,0.005336383357644081,dot
155,5.0,6,0.46211964903917074,0.06944097392261028,dot
156,0.0,11,0.4598090507939749,0.017869357675821942,dot
157,-15.0,6,0.457510005540005,0.05640803198912181,ghost
158,9.0,2,0.45522245551230495,0.0008509602339472622,dot
159,8.0,3,0.4529463432347434,0.049921930786998324,dot
160,7.0,4,0.4506816115185697,0.10909093078225851,dot
161,5.0,6,0.4484282034609769,0.014123314511380158,dot
162,6.0,5,0.446186062443672,0.08021615388570354,dot
163,2.0,9,0.4439551321314536,0.06200142711814907,dot
164,7.0,4,0.4417353564707963,0.0720743197016418,dot
165,1.0,10,0.43952667968844233,0.04725369254592806,dot
166,7.0,4,0.43732904629000013,0.0441402810101863,dot
167,-1.0,12,0.4351424010585501,0.05759768724480333,dot
168,10.0,1,0.43296668905325736,0.0005738964537158608,dot
169,9.0,2,0.43080185560799106,0.04698992532212287,dot
170,-11.0,2,0.4286478463299511,0.000711082189809531,ghost
171,7.0,4,0.42650460709830135,0.02353319708345225,dot
172,7.0,4,0.42437208406280985,0.0005116198735777289,dot
173,7.0,4,0.4222502236424958,0.01617607106891228,dot
174,1.0,10,0.42013897252428334,0.07924304331681924,dot
175,8.0,3,0.4180382776616619,0.05220395475043915,dot
176,9.0,2,0.4159480862733536,0.04658922686212463,dot
177,9.0,2,0.41386834584198684,0.0004716900293715298,dot
178,0.0,11,0.4117990041127769,0.02207434573078486,dot
179,9.0,2,0.40974000909221303,0.055279089268879034,dot
180,8.0,3,0.40769130904675194,0.00022719737413960198,dot
181,4.0,7,0.40565285250151817,0.057868818893829096,dot
182,9.0,2,0.4036245882390106,0.00031896964355837554,dot
183,10.0,1,0.4016064652978155,0.09190215170383453,dot
184,2.0,9,0.3995984329713264,0.056426260174096875,dot
185,8.0,3,0.3976004408064698,0.05256208746383587,dot
186,7.0,4,0.39561243860243744,0.0023061419487930834,dot
187,9.0,2,0.3936343764094253,0.04906090232543647,dot
188,-1.0,12,0.39166620452737816,0.0701732092614596,dot
189,8.0,3,0.3897078735047413,0.0009578904137015343,dot
190,9.0,2,0.3877593341372176,0.03784857990103774,dot
191,-3.0,14,0.3858205374665315,0.07557008734771184,dot
192,-12.0,3,0.38389143477919885,0.05015064475204175,ghost
193,0.0,11,0.3819719776053028,0.058671083655843344,dot
194,4.0,7,0.3800621177172763,0.03524070249737373,dot
195,0.0,11,0.37816180712868996,0.044626560384957964,dot
196,9.0,2,0.37627099809304654,0.0004322855966165662,dot
197,-11.0,2,0.3743896431025813,0.0002365685868426226,ghost
198,8.0,3,0.37251769488706843,0.03136789300090944,dot
199,10.0,1,0.3706551064126331,0.0003107115626335144,dot
200,-1.0,12,0.36880183088056995,0.05919733949122019,dot
201,6.0,5,0.3669578217261671,0.026351362065179275,dot
202,3.0,8,0.36512303261753626,0.02627941544051282,dot
203,4.0,7,0.3632974174544486,0.01499567976653842,dot
204,9.0,2,0.3614809303671764,0.06518731417600065,dot
205,-14.0,5,0.3596735257153405,0.06100094435969368,ghost
206,9.0,2,0.3578751580867638,0.0005319716001395136,dot
207,8.0,3,0.35608578229633,0.00044177978998050094,dot
208,4.0,7,0.3543053533848483,0.06437356773780525,dot
209,7.0,4,0.35253382661792404,0.02395605284254998,dot
210,7.0,4,0.3507711574848344,0.019289504592961748,dot
211,9.0,2,0.34901730169741024,0.0001627770034247078,dot
212,6.0,5,0.3472722151889232,0.01913647088367725,dot
213,1.0,10,0.3455358541129786,0.061594241349666845,dot
214,6.0,5,0.3438081748424137,0.07079934577341192,dot
215,-10.0,1,0.3420891339682016,0.00023143446014728397,ghost
216,10.0,1,0.3403786882983606,0.0004475825699046254,dot
217,5.0,6,0.3386767948568688,0.04473619881173363,dot
218,9.0,2,0.33698341088258443,0.0563613722770242,dot
219,10.0,1,0.3352984938281715,0.0001692668884061277,dot
220,9.0,2,0.33362200135903064,0.00018741974054137245,dot
221,6.0,5,0.33195389135223546,0.031041225336957724,dot
222,8.0,3,0.3302941218954743,0.025810968387910787,dot
223,6.0,5,0.32864265128599696,0.05364241802599281,dot
224,7.0,4,0.326999438029567,0.08419809262704803,dot
225,-13.0,4,0.3253644408394192,0.04315612193022389,ghost
226,-12.0,3,0.3237376186352221,0.09223735463456251,ghost
227,2.0,9,0.322118930542046,0.044351453265537404,dot
228,9.0,2,0.32050833588933575,0.07784259904292412,dot
229,10.0,1,0.31890579420988907,0.0005657413275912404,dot
230,2.0,9,0.3173112652388396,0.021802698889385082,dot
231,2.0,9,0.3157247089126454,0.05410753771300531,dot
232,-14.0,5,0.3141460853680822,0.00025133196904789654,ghost
233,4.0,7,0.3125753549412418,0.0001981647063595509,dot
234,8.0,3,0.31101247816653554,0.05817925166532708,dot
235,-14.0,5,0.30945741577570285,0.00021250310528557747,ghost
236,0.0,11,0.3079101286968243,0.058485398524102165,dot
237,10.0,1,0.3063705780533402,0.1742326021194458,dot
238,9.0,2,0.30483872516307353,0.0651082683034474,dot
239,8.0,3,0.3033145315372582,0.0007099926006048918,dot
240,7.0,4,0.3017979588795719,0.05254507128120167,dot
241,7.0,4,0.30028896908517405,0.0002885355024773162,dot
242,9.0,2,0.2987875242397482,0.0781856793910265,dot
243,10.0,1,0.29729358661854943,0.00030937549308873713,dot
244,0.0,11,0.29580711868545667,0.03784142785695043,dot
245,3.0,8,0.2943280830920294,0.058889263826131355,dot
246,9.0,2,0.29285644267656924,0.00036313357850303873,dot
247,9.0,2,0.2913921604631864,0.04013177371234633,dot
248,7.0,4,0.28993519966087045,0.03391474112868309,dot
249,4.0,7,0.2884855236625661,0.1050696142732964,dot
250,4.0,7,0.28704309604425327,0.08505273632804997,dot
251,9.0,2,0.285607880564032,0.0010810301755554974,dot
252,9.0,2,0.28417984116121187,0.0007067148108035326,dot
253,8.0,3,0.2827589419554058,0.04935466181874896,dot
254,8.0,3,0.28134514724562876,0.0004983233326735596,dot
255,5.0,6,0.2799384215094006,0.07262148902373156,dot
256,9.0,2,0.27853872940185365,0.04877447200124152,dot
257,10.0,1,0.27714603575484437,0.001199111109599471,dot
258,-13.0,4,0.2757603055760701,0.02038248620010563,ghost
259,10.0,1,0.2743815040481898,0.00033718024496920407,dot
260,4.0,7,0.2730095965279488,0.08770176583493594,dot
261,7.0,4,0.27164454854530906,0.048310660451534204,dot
262,1.0,10,0.2702863258025825,0.046778250395436774,dot
263,6.0,5,0.2689348941735696,0.08741468209482264,dot
264,9.0,2,0.26759021970270175,0.12108646705746651,dot
265,9.0,2,0.2662522686041882,0.0006487002247013152,dot
266,5.0,6,0.2649210072611673,0.0834820528155736,dot
267,9.0,2,0.26359640222486147,0.03180475739645772,dot
268,9.0,2,0.26227842021373715,0.04909108187712263,dot
269,9.0,2,0.2609670281126685,0.00037958893517497927,dot
270,-12.0,3,0.25966219297210513,0.0006202586422053477,ghost
271,2.0,9,0.2583638820072446,0.05183040457066252,dot
272,1.0,10,0.2570720625972084,0.02662413576617837,dot
273,5.0,6,0.25578670228422234,0.07377129523471619,dot
274,6.0,5,0.25450776877280124,0.026367872615810483,dot
275,6.0,5,0.2532352299289372,0.016656627808697522,dot
276,8.0,3,0.2519690537792925,0.03270421575871296,dot
277,8.0,3,0.2507092085103961,0.04306419373218281,dot
278,5.0,6,0.2494556624678441,0.08991536922500624,dot
279,8.0,3,0.24820838415550486,0.09224638428228597,dot
280,0.0,11,0.24696734223472733,0.060724333711815154,dot
281,4.0,7,0.2457325055235537,0.039586550976049954,dot
282,4.0,7,0.24450384299593592,0.044408890246164186,dot
283,10.0,1,0.24328132378095624,0.00023556945961900055,dot
284,9.0,2,0.24206491716205145,0.06493173476337688,dot
285,3.0,8,0.2408545925762412,0.01227258791004715,dot
286,5.0,6,0.23965031961336,0.01089238572846322,dot
287,5.0,6,0.2384520680152932,0.013510252978448989,dot
288,6.0,5,0.23725980767521673,0.00018706480186665432,dot
289,9.0,2,0.23607350863684065,0.00012165839143563062,dot
290,7.0,4,0.23489314109365644,0.01606289917981485,dot
291,-16.0,7,0.23371867538818816,0.0005257606805701341,ghost
292,9.0,2,0.23255008201124722,0.0005858490185346454,dot
293,4.0,7,0.231387331601191,0.04645257779130978,dot
294,3.0,8,0.23023039494318503,0.026569805053441087,dot
295,9.0,2,0.2290792429684691,0.04793561252154177,dot
296,9.0,2,0.22793384675362674,0.00026356810121797025,dot
297,1.0,10,0.22679417751985861,0.0342375952823204,dot
298,8.0,3,0.22566020663225933,0.032115811452968046,dot
299,4.0,7,0.22453190559909803,0.057612088205392605,dot
300,8.0,3,0.22340924607110255,0.03808014566311613,dot
301,8.0,3,0.22229219984074702,0.02672115842869971,dot
302,8.0,3,0.2211807388415433,0.0002034395777930816,dot
303,9.0,2,0.22007483514733558,0.05658478252007626,dot
304,-14.0,5,0.2189744609715989,0.04517371967085637,ghost
305,10.0,1,0.2178795886667409,0.09595687687397003,dot
306,9.0,2,0.2167901907234072,0.04003089526668191,dot
307,9.0,2,0.21570623976979014,0.00016271220374619588,dot
308,3.0,8,0.21462770857094118,0.08640092233508767,dot
309,5.0,6,0.21355457002808648,0.04948730397639641,dot
310,7.0,4,0.21248679717794605,0.0323270562585094,dot
311,7.0,4,0.21142436319205632,0.08073716531362152,dot
312,9.0,2,0.21036724137609603,0.04815556763787754,dot
313,8.0,3,0.20931540516921554,0.08708114105199154,dot
314,5.0,6,0.20826882814336947,0.00032722843267644447,dot
315,8.0,3,0.20722748400265262,0.0005072344404955705,dot
316,6.0,5,0.20619134658263935,0.029859502660110594,dot
317,9.0,2,0.20516038984972615,0.048673504788894206,dot
318,7.0,4,0.2041345879004775,0.020356724271550775,dot
319,10.0,1,0.2031139149609751,0.00016939154011197388,dot
320,-13.0,4,0.20209834538617025,0.020219082267431077,ghost
321,9.0,2,0.2010878536592394,0.00018868922779802233,dot
322,9.0,2,0.2000824143909432,0.07919956935802475,dot
323,9.0,2,0.19908200231898848,0.00031378198036691174,dot
324,5.0,6,0.19808659230739353,0.04536808029661188,dot
325,6.0,5,0.19709615934585656,0.013198701562942006,dot
326,6.0,5,0.19611067854912728,0.00032207072945311666,dot
327,10.0,1,0.19513012515638165,0.0002709263935685158,dot
328,7.0,4,0.19415447453059972,0.039534267540147994,dot
329,10.0,1,0.19318370215794672,0.09686942398548126,dot
330,9.0,2,0.192217783647157,0.00023135543597163633,dot
331,2.0,9,0.1912566947289212,0.030502005721953336,dot
332,5.0,6,0.1903004112552766,0.03780052468937356,dot
333,3.0,8,0.18934890919900021,0.05883063461897109,dot
334,5.0,6,0.18840216465300522,0.043211548967519775,dot
335,9.0,2,0.18746015382974018,0.05645442195964279,dot
336,9.0,2,0.1865228530605915,0.00020676623535109684,dot
337,5.0,6,0.18559023879528855,0.045586900106476,dot
338,8.0,3,0.1846622876013121,0.00017884522821987048,dot
339,6.0,5,0.18373897616330553,0.029755292925983667,dot
340,2.0,9,0.182820281282489,0.05027450094833815,dot
341,8.0,3,0.18190617987607657,0.0006394120864570141,dot
342,5.0,6,0.18099664897669618,0.010987646678889481,dot
343,9.0,2,0.1800916657318127,0.00037458716542460024,dot
344,7.0,4,0.17919120740315364,0.0003386640455573797,dot
345,9.0,2,0.17829525136613786,0.10453678338672034,dot
346,10.0,1,0.17740377510930716,0.00014628522330895066,dot
347,7.0,4,0.17651675623376062,0.000274622598226415,dot
348,9.0,2,0.1756341724525918,0.10486423224210739,dot
349,7.0,4,0.17475600159032884,0.024317799132404616,dot
350,7.0,4,0.17388222158237718,0.02032577939098701,dot
351,6.0,5,0.1730128104744653,0.019582916158833542,dot
352,9.0,2,0.17214774642209296,0.08005619794130325,dot
353,9.0,2,0.1712870076899825,0.06497253426641691,dot
354,9.0,2,0.17043057265153258,0.0651227169437334,dot
355,6.0,5,0.16957841978827493,0.03189947364153341,dot
356,7.0,4,0.16873052768933355,0.00029032935708528385,dot
357,10.0,1,0.1678868750508869,0.00025797385023906827,dot
358,9.0,2,0.16704744067563246,0.00019271230848971754,dot
359,5.0,6,0.1662122034722543,0.0246293406089535,dot
360,4.0,7,0.16538114245489302,0.03236370314802376,dot
361,8.0,3,0.16455423674261854,0.00028339871399415034,dot
362,7.0,4,0.16373146555890544,0.028367936388349335,dot
363,9.0,2,0.16291280823111093,8.816810077405535e-05,dot
364,5.0,6,0.16209824418995536,7.840440108945283e-05,dot
365,7.0,4,0.16128775296900558,0.032299003735715814,dot
366,8.0,3,0.16048131420416054,5.405760384746827e-05,dot
367,6.0,5,0.15967890763313974,0.029395446562557482,dot
368,6.0,5,0.15888051309497406,0.019877356849610804,dot
369,8.0,3,0.1580861105294992,0.021540728067823995,dot
370,6.0,5,0.1572956799768517,0.01968400346231647,dot
371,3.0,8,0.15650920157696743,0.018173993110394804,dot
372,3.0,8,0.1557266555690826,0.022287940551905194,dot
373,10.0,1,0.1549480222912372,0.00023277787840925157,dot
374,10.0,1,0.15417328217978102,0.00014656540588475764,dot
375,8.0,3,0.1534024157688821,0.026763541900436394,dot
376,4.0,7,0.1526354036900377,0.027689920977406603,dot
377,8.0,3,0.1518722266715875,0.00019121808873023838,dot
378,10.0,1,0.15111286553822956,0.0001236985408468172,dot
379,10.0,1,0.15035730121053842,0.00013309270434547216,dot
380,10.0,1,0.14960551470448571,0.1473887413740158,dot
381,9.0,2,0.14885748713096328,0.07364652449905407,dot
382,9.0,2,0.14811319969530845,0.0005271042173262686,dot
383,10.0,1,0.1473726336968319,0.00023437855998054147,dot
384,9.0,2,0.14663577052834775,0.00046327726158779114,dot
385,4.0,7,0.14590259167570602,0.011673342706801901,dot
386,4.0,7,0.1451730787173275,0.032697460830344686,dot
387,4.0,7,0.14444721332374086,0.00016473253085028512,dot
388,5.0,6,0.14372497725712216,0.00010204908721789252,dot
389,4.0,7,0.14300635237083656,0.03664520077290945,dot
390,8.0,3,0.14229132060898236,0.03248307833079404,dot
391,10.0,1,0.14157986400593744,0.07948395609855652,dot
392,5.0,6,0.14087196468590776,0.024714498613320757,dot
393,6.0,5,0.14016760486247823,0.016299304224958178,dot
394,10.0,1,0.13946676683816583,0.0003445931361056864,dot
395,7.0,4,0.138769433003975,0.00033506785257486627,dot
396,6.0,5,0.13807558583895513,0.00027225098165217787,dot
397,-13.0,4,0.13738520790976036,0.05264887784505845,ghost
398,8.0,3,0.13669828187021155,0.03224412186924989,dot
399,9.0,2,0.13601479046086049,0.00015021870785858482,dot
400,9.0,2,0.1353347165085562,9.360918193124235e-05,dot
401,9.0,2,0.1346580429260134,0.00010299151472281665,dot
402,9.0,2,0.13398475271138335,0.039912193547934294,dot
403,5.0,6,0.13331482894782642,0.016255045593425166,dot
404,6.0,5,0.13264825480308728,0.06476902014110238,dot
405,9.0,2,0.13198501352907185,0.0396007451126934,dot
406,6.0,5,0.1313250884614265,0.045466665306594226,dot
407,9.0,2,0.13066846301911936,0.0878707803785801,dot
408,6.0,5,0.13001512070402377,0.022789093587198293,dot
409,-14.0,5,0.12936504510050365,0.01966219153837301,ghost
410,8.0,3,0.12871821987500112,0.0004198563110549003,dot
411,6.0,5,0.12807462877562611,0.01948853822250385,dot
412,9.0,2,0.12743425563174798,0.00013339972065296024,dot
413,9.0,2,0.12679708435358925,8.712965063750744e-05,dot
414,5.0,6,0.1261630989318213,0.018742447058078444,dot
415,8.0,3,0.1255322834371622,8.940994545506935e-05,dot
416,5.0,6,0.12490462201997637,0.021689150045858696,dot
417,8.0,3,0.1242800989098765,0.03226521716472538,dot
418,4.0,7,0.12365869841532712,0.034958877376214205,dot
419,8.0,3,0.12304040492325048,0.0002686869847821072,dot
420,8.0,3,0.12242520289863423,0.04917351004648177,dot
421,3.0,8,0.12181307688414106,0.00024297540767292958,dot
422,8.0,3,0.12120401149972035,0.16641822624660563,dot
423,5.0,6,0.12059799144222175,0.013707569858524948,dot
424,8.0,3,0.11999500148501063,0.02648782541897769,dot
425,9.0,2,0.11939502647758558,0.0565631536883302,dot
426,7.0,4,0.11879805134519765,0.00032959043528535403,dot
427,8.0,3,0.11820406108847166,0.0002400296798441559,dot
428,8.0,3,0.1176130407830293,0.0003390449904448663,dot
429,7.0,4,0.11702497557911415,0.02424855107528856,dot
430,0.0,11,0.11643985070121858,0.007355368385271338,dot
431,5.0,6,0.11585765144771248,0.02169047880852304,dot
432,9.0,2,0.11527836319047392,5.7105427913484164e-05,dot
433,10.0,1,0.11470197137452155,6.753485649824142e-05,dot
434,7.0,4,0.11412846151764894,0.04836616622560541,dot
435,3.0,8,0.1135578192100607,0.04404248336140881,dot
436,4.0,7,0.11299003011401039,0.04174663363249108,dot
437,8.0,3,0.11242507996344034,0.0004968862922396511,dot
438,6.0,5,0.11186295456362313,0.03182939050602727,dot
439,9.0,2,0.11130363979080501,0.0004704355669673532,dot
440,8.0,3,0.11074712159185099,0.07933428612886928,dot
441,2.0,9,0.11019338598389174,0.02356636364129372,dot
442,9.0,2,0.10964241905397228,0.06503319612238556,dot
443,5.0,6,0.10909420695870241,0.02701626455139679,dot
444,10.0,1,0.1085487359239089,0.00047878813347779214,dot
445,7.0,4,0.10800599224428936,0.0006189202540554106,dot
446,4.0,7,0.10746596228306791,0.03248098471002387,dot
447,9.0,2,0.10692863247165257,0.00024887734616640955,dot
448,8.0,3,0.1063939893092943,0.032080847064207774,dot
449,7.0,4,0.10586201936274783,0.07344964094954776,dot
450,5.0,6,0.10533270926593409,0.0004965361877111718,dot
451,7.0,4,0.10480604571960442,0.07651497167535126,dot
452,9.0,2,0.1042820154910064,0.18627336801728234,dot
453,5.0,6,0.10376060541355137,0.041595407402686156,dot
454,9.0,2,0.1032418023864836,0.0014834844041615725,dot
455,4.0,7,0.10272559337455119,0.014420988636889629,dot
456,6.0,5,0.10221196540767843,0.016008888324722647,dot
457,7.0,4,0.10170090558064004,0.056647348443220835,dot
458,5.0,6,0.10119240105273684,0.07276423584941465,dot
459,5.0,6,0.10068643904747315,0.029504716580656048,dot
460,7.0,4,0.10018300685223579,0.0002940520898846444,dot
461,4.0,7,0.0996820918179746,0.014021153472380579,dot
462,4.0,7,0.09918368135888474,0.046419791253616234,dot
463,6.0,5,0.09868776295209031,0.01590963749040384,dot
464,9.0,2,0.09819432413732986,0.0001879730261862278,dot
465,9.0,2,0.09770335251664321,0.0400454277114477,dot
466,10.0,1,0.09721483575406,0.0008076308877207339,dot
467,-15.0,6,0.09672876157528969,0.06167182141992574,ghost
468,8.0,3,0.09624511776741324,0.07060468930285424,dot
469,10.0,1,0.09576389217857617,0.0002454460191074759,dot
470,9.0,2,0.09528507271768329,0.0008856754575390369,dot
471,9.0,2,0.09480864735409487,0.03985981593723409,dot
472,6.0,5,0.0943346041173244,0.023151972331106663,dot
473,9.0,2,0.09386293109673778,0.0004670936905313283,dot
