grid,layout,rows,cols,n_states,seed,training_episodes,training_time_seconds,episodes_per_second,success_rate,ghost_rate,timeout_rate,mean_return,return_std,mean_steps,mean_optimal_steps,mean_efficiency_ratio,optimal_path_rate
10x10,1,10,10,100,2,3000,1.0511886000167578,2853.9122284546984,1.0,0.0,0.0,2.38,3.825650271522477,8.62,8.62,1.0,1.0
10x10,1,10,10,100,3,3000,0.9984786999411881,3004.570853816616,1.0,0.0,0.0,2.27,4.03200942459216,8.73,8.73,1.0,1.0
10x10,1,10,10,100,4,3000,0.9914493999676779,3025.8730300283632,1.0,0.0,0.0,2.51,3.9331793755179794,8.49,8.49,1.0,1.0
10x10,2,10,10,100,0,3000,0.7190961999585852,4171.90356474249,1.0,0.0,0.0,4.46,3.011378421919105,6.54,6.46,0.991459595959596,0.96
10x10,2,10,10,100,1,3000,0.7410350000718608,4048.3917759742512,1.0,0.0,0.0,4.37,2.9971820098218926,6.63,6.61,0.9981818181818182,0.99
10x10,2,10,10,100,2,3000,0.7333939999807626,4090.5706892593776,1.0,0.0,0.0,4.54,2.8945465966192354,6.46,6.46,1.0,1.0
10x10,2,10,10,100,3,3000,0.6857906000223011,4374.513152998078,1.0,0.0,0.0,4.335,2.877981063176059,6.665,6.665,1.0,1.0
10x10,2,10,10,100,4,3000,0.7040489000501111,4261.06766133215,1.0,0.0,0.0,4.355,2.7998169583028103,6.645,6.645,1.0,1.0
10x10,3,10,10,100,0,3000,0.5454005000647157,5500.545011682292,1.0,0.0,0.0,5.865,2.0486031826588573,5.135,5.135,1.0,1.0
10x10,3,10,10,100,1,3000,0.5396048000548035,5559.62437638678,1.0,0.0,0.0,5.66,2.003596765818911,5.34,5.34,1.0,1.0
10x10,3,10,10,100,2,3000,0.5539924000622705,5415.236742711255,1.0,0.0,0.0,5.69,2.0842024853646057,5.31,5.31,1.0,1.0
10x10,3,10,10,100,3,3000,0.5810051000444219,5163.465862469416,1.0,0.0,0.0,5.63,2.1149704489661314,5.37,5.37,1.0,1.0
10x10,3,10,10,100,4,3000,0.5454569000285119,5499.9762581483255,1.0,0.0,0.0,5.94,2.106276335146934,5.06,5.06,1.0,1.0
10x10,4,10,10,100,0,3000,0.6564889999572188,4569.7643070874,1.0,0.0,0.0,4.91,3.283580362957484,6.09,6.09,1.0,1.0
10x10,4,10,10,100,1,3000,0.6664495000150055,4501.466352563028,1.0,0.0,0.0,4.685,3.602190305911113,6.315,6.315,1.0,1.0
10x10,4,10,10,100,2,3000,0.6653397999471053,4508.97421173136,1.0,0.0,0.0,5.205,3.330611805659735,5.795,5.795,1.0,1.0
10x10,4,10,10,100,3,3000,0.6988740999950096,4292.618656237829,1.0,0.0,0.0,4.955,3.2176039221756305,6.045,6.045,1.0,1.0
10x10,4,10,10,100,4,3000,0.6780047999927774,4424.747435463522,1.0,0.0,0.0,4.885,3.1908893744534614,6.115,6.115,1.0,1.0
10x10,5,10,10,100,0,3000,0.942884000018239,3181.7275507294307,1.0,0.0,0.0,3.43,3.6503561470081247,7.57,7.57,1.0,1.0
10x10,5,10,10,100,1,3000,0.9011554000899196,3329.0595603162924,1.0,0.0,0.0,3.325,3.7429099641856203,7.675,7.675,1.0,1.0
10x10,5,10,10,100,2,3000,0.8380599999800324,3579.6959645747056,1.0,0.0,0.0,3.195,3.389244016001209,7.805,7.805,1.0,1.0
10x10,5,10,10,100,3,3000,0.8992196000181139,3336.226212083865,1.0,0.0,0.0,3.08,3.6828793083673,7.92,7.92,1.0,1.0
10x10,5,10,10,100,4,3000,0.8755952001083642,3426.240801261494,1.0,0.0,0.0,3.45,3.414308129035808,7.55,7.55,1.0,1.0
10x10,6,10,10,100,0,3000,0.7407083999132738,4050.1768311946466,1.0,0.0,0.0,4.705,3.29058885307782,6.295,6.295,1.0,1.0
10x10,6,10,10,100,1,3000,0.8546971000032499,3510.0154194843913,1.0,0.0,0.0,4.45,3.3102114736070867,6.55,6.55,1.0,1.0
10x10,6,10,10,100,2,3000,0.712063999962993,4213.104440269294,1.0,0.0,0.0,4.575,3.427006711402824,6.425,6.425,1.0,1.0
